	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ENSDARG00000078322	0	1.07443977163226	0.341	0.037	0	1	ENSDARG00000078322
ENSDARG00000094854	0	1.07415481913737	0.441	0.056	0	1	ENSDARG00000094854
ENSDARG00000002644	0	1.06742523258196	0.316	0.049	0	1	ENSDARG00000002644
ENSDARG00000039576	0	1.05023830567476	0.523	0.083	0	1	ENSDARG00000039576
ENSDARG00000043531	0	1.04086367671035	0.751	0.284	0	1	ENSDARG00000043531
ENSDARG00000059906	0	1.03713271890112	0.754	0.247	0	1	ENSDARG00000059906
ENSDARG00000043102	0	1.03655708280797	0.563	0.146	0	1	ENSDARG00000043102
ENSDARG00000012066	0	1.03581251460703	0.341	0.031	0	1	ENSDARG00000012066
ENSDARG00000002768	6.3270495926323e-251	-1.48787608729264	0.942	0.95	1.38998952500539e-246	1	ENSDARG00000002768
ENSDARG00000037789	2.24046749278206e-247	-1.50675390659488	0.924	0.935	4.92208303489291e-243	1	ENSDARG00000037789
ENSDARG00000099197	3.25329116601823e-200	-1.43927481942583	0.831	0.858	7.14715536262546e-196	1	ENSDARG00000099197
ENSDARG00000073742	3.10201785357843e-190	-1.19941628772153	0.89	0.902	6.81482302252645e-186	1	ENSDARG00000073742
ENSDARG00000091234	6.96248645666164e-176	1.03831934443661	0.372	0.16	1.529588649664e-171	1	ENSDARG00000091234
ENSDARG00000090428	1.39196152776173e-174	-1.23368859109441	0.872	0.888	3.05800028033973e-170	1	ENSDARG00000090428
ENSDARG00000042993	2.72791000138617e-161	-1.18844466509074	0.9	0.892	5.99294548204529e-157	1	ENSDARG00000042993
ENSDARG00000017314	3.46277805262598e-145	-1.15889723642952	0.847	0.85	7.60737710381401e-141	1	ENSDARG00000017314
ENSDARG00000079274	3.33940737828269e-133	-1.20010048781044	0.815	0.814	7.33634406934924e-129	1	ENSDARG00000079274
ENSDARG00000102558	4.44980612805036e-108	-1.63896472599972	0.688	0.71	9.77577908271384e-104	1	ENSDARG00000102558
ENSDARG00000043257	9.00655315797267e-102	-1.32379436423362	0.372	0.494	1.97864966327502e-97	1	ENSDARG00000043257
ENSDARG00000088514	1.13190172044369e-88	1.15318363863436	0.101	0.027	2.48667488964275e-84	1	ENSDARG00000088514
ENSDARG00000017441	3.89461053297065e-87	-1.41381258662656	0.551	0.608	8.55606987988322e-83	1	ENSDARG00000017441
ENSDARG00000055455.1	8.50862749592951e-78	-1.33518102825228	0.094	0.233	1.86926037458075e-73	1	ENSDARG00000055455
ENSDARG00000053254	6.13070379762052e-75	-1.55303695861194	0.53	0.583	1.34685431729925e-70	1	ENSDARG00000053254
ENSDARG00000056765	1.1558980776938e-72	-1.0956255589173	0.664	0.677	2.53939248688551e-68	1	ENSDARG00000056765
ENSDARG00000006497.1	1.48069031074296e-68	-1.19778175181438	0.106	0.236	3.25292854367122e-64	1	ENSDARG00000006497
ENSDARG00000055216	4.84792345012142e-67	-1.12952848848033	0.179	0.307	1.06504030275718e-62	1	ENSDARG00000055216
ENSDARG00000056744	7.00895892625974e-65	-1.15002206790675	0.584	0.607	1.53979818651e-60	1	ENSDARG00000056744
ENSDARG00000104458	3.2584765111646e-62	-1.03656638377081	0.106	0.227	7.15854704737752e-58	1	ENSDARG00000104458
ENSDARG00000060350	1.2919495219774e-61	-1.14053587451588	0.543	0.583	2.83828390483215e-57	1	ENSDARG00000060350
ENSDARG00000007276	2.06558828985823e-60	-1.14917002917729	0.531	0.571	4.53789091398954e-56	1	ENSDARG00000007276
ENSDARG00000007697	1.45899341728177e-57	-1.51712915981722	0.259	0.36	3.20526263842632e-53	1	ENSDARG00000007697
ENSDARG00000103543	2.19883934526273e-54	-1.42643729088951	0.465	0.516	4.83063015760769e-50	1	ENSDARG00000103543
ENSDARG00000033683	9.15087312384712e-53	-1.34172277623544	0.455	0.504	2.01035531657797e-48	1	ENSDARG00000033683
ENSDARG00000079302	9.40199054167282e-53	1.87783032053374	0.142	0.066	2.0655233021001e-48	1	ENSDARG00000079302
ENSDARG00000039730	1.16182912345732e-52	-1.11939402886363	0.521	0.554	2.55242240132338e-48	1	ENSDARG00000039730
ENSDARG00000044684	1.60920309137594e-49	-2.09033669502141	0.406	0.472	3.5352582714438e-45	1	ENSDARG00000044684
ENSDARG00000015866	8.79396632674246e-48	-1.85050389559055	0.565	0.582	1.93194646232205e-43	1	ENSDARG00000015866
ENSDARG00000058117	5.46039591002642e-46	-1.09652813244546	0.077	0.172	1.1995943774737e-41	1	ENSDARG00000058117
ENSDARG00000033655	9.53450876891116e-46	-1.15101194961985	0.2	0.293	2.09463623144209e-41	1	ENSDARG00000033655
ENSDARG00000043457	4.70087143376586e-45	-1.29007615610497	0.214	0.305	1.03273444528402e-40	1	ENSDARG00000043457
ENSDARG00000093844	1.3149644066135e-44	-1.10399559247533	0.472	0.512	2.8888453048892e-40	1	ENSDARG00000093844
ENSDARG00000036577	8.98593542834949e-44	-1.11325232335622	0.092	0.185	1.9741201542541e-39	1	ENSDARG00000036577
ENSDARG00000068680	2.81967786723371e-43	-1.14436434656841	0.495	0.524	6.19455030652574e-39	1	ENSDARG00000068680
ENSDARG00000041623	2.31909736256679e-41	-1.38320633675244	0.192	0.285	5.09482499582299e-37	1	ENSDARG00000041623
ENSDARG00000027236.1	2.68944379628881e-41	-1.72058804794787	0.049	0.131	5.90843907606689e-37	1	ENSDARG00000027236
ENSDARG00000011640	5.33340487124551e-39	-1.1185854760388	0.044	0.121	1.17169571616393e-34	1	ENSDARG00000011640
ENSDARG00000101324	1.81829624612e-38	-1.96814737704599	0.418	0.466	3.99461502310103e-34	1	ENSDARG00000101324
ENSDARG00000102975.1	3.3951706019257e-38	-1.0412891122051	0.047	0.125	7.45885029537058e-34	1	ENSDARG00000102975
ENSDARG00000002193	4.20918525054894e-38	-2.38993349967169	0.361	0.425	9.24715907693097e-34	1	ENSDARG00000002193
ENSDARG00000004621.1	1.28792703977236e-36	-1.28712005205787	0.134	0.219	2.82944691367589e-32	1	ENSDARG00000004621
ENSDARG00000029069	2.02251514843128e-36	-1.24091479666539	0.356	0.411	4.44326352958868e-32	1	ENSDARG00000029069
ENSDARG00000040534	1.17557128329059e-34	-1.0838594464898	0.086	0.165	2.58261255226111e-30	1	ENSDARG00000040534
ENSDARG00000092947	7.14632030951607e-34	-1.68785746530005	0.496	0.501	1.56997510879759e-29	1	ENSDARG00000092947
ENSDARG00000068457	3.69411453915148e-33	-1.21375240593095	0.355	0.402	8.11560023106189e-29	1	ENSDARG00000068457
ENSDARG00000045677	1.01340204909064e-31	-1.54026426783764	0.395	0.436	2.22634296164723e-27	1	ENSDARG00000045677
ENSDARG00000009978	3.69681040237707e-30	-1.23973175188128	0.336	0.385	8.12152277298219e-26	1	ENSDARG00000009978
ENSDARG00000038153	2.32139394956583e-27	-1.46126079413846	0.161	0.231	5.09987036780116e-23	1	ENSDARG00000038153
ENSDARG00000017624	6.65712465046698e-27	-1.39001143719914	0.645	0.602	1.46250371446109e-22	1	ENSDARG00000017624
ENSDARG00000035327	3.05139961704257e-26	-1.25824809330242	0.316	0.36	6.70361981868083e-22	1	ENSDARG00000035327
ENSDARG00000058371	9.59502157523865e-26	-1.29378042650971	0.294	0.341	2.10793028986418e-21	1	ENSDARG00000058371
ENSDARG00000040565	1.02456339667835e-25	-1.32659799094965	0.281	0.33	2.25086332616268e-21	1	ENSDARG00000040565
ENSDARG00000021339	2.91558084817875e-25	-1.1600685850342	0.315	0.362	6.4052395653639e-21	1	ENSDARG00000021339
ENSDARG00000104181	8.21439356828125e-25	-1.02594115433426	0.273	0.32	1.80462012301571e-20	1	ENSDARG00000104181
ENSDARG00000020708	8.88859766283934e-24	-1.09083704431518	0.191	0.253	1.95273602054917e-19	1	ENSDARG00000020708
ENSDARG00000070835	3.62920194836383e-22	-1.11692334911839	0.159	0.218	7.97299376036051e-18	1	ENSDARG00000070835
ENSDARG00000056511	4.3937309815515e-22	-1.46303833616602	0.254	0.305	9.65258759337048e-18	1	ENSDARG00000056511
ENSDARG00000038439	5.36721543912737e-22	-1.89664335149374	0.372	0.407	1.17912355982189e-17	1	ENSDARG00000038439
ENSDARG00000045835	7.84363797665376e-21	-1.0307714491902	0.342	0.372	1.72316882709107e-16	1	ENSDARG00000045835
ENSDARG00000052578	1.09049183498626e-18	-1.0216363438277	0.305	0.336	2.39570151228131e-14	1	ENSDARG00000052578
ENSDARG00000088091	1.16868171477279e-18	-1.22491311086511	0.309	0.337	2.56747685918434e-14	1	ENSDARG00000088091
ENSDARG00000014196	2.62703125020005e-18	-1.13941088656138	0.16	0.21	5.77132495356448e-14	1	ENSDARG00000014196
ENSDARG00000098475	4.84665575244676e-18	-1.20850722477385	0.233	0.276	1.06476180225503e-13	1	ENSDARG00000098475
ENSDARG00000006427	1.20843943770937e-17	-1.23509482389451	0.084	0.134	2.65482060070371e-13	1	ENSDARG00000006427
ENSDARG00000090268	1.85066029573436e-17	-1.20519735991363	0.24	0.281	4.06571560369882e-13	1	ENSDARG00000090268
ENSDARG00000092170	1.18620529925671e-16	-1.06546760404265	0.061	0.106	2.60597442193707e-12	1	ENSDARG00000092170
ENSDARG00000019902	2.25450958750067e-16	-1.15546178919511	0.138	0.185	4.95293211278021e-12	1	ENSDARG00000019902
ENSDARG00000100582	1.32170304479941e-15	-1.04528092065623	0.116	0.162	2.90364941911981e-11	1	ENSDARG00000100582
ENSDARG00000036832	1.39553998725206e-15	-1.48074409284924	0.209	0.25	3.06586179799406e-11	1	ENSDARG00000036832
ENSDARG00000101984	7.9626537668265e-13	-1.16145837746862	0.063	0.101	1.74931540603411e-08	1	ENSDARG00000101984
ENSDARG00000038378	2.1169672846551e-12	-1.28656848166665	0.097	0.136	4.65076542765879e-08	1	ENSDARG00000038378
ENSDARG00000097118	5.43849742803098e-12	-1.0106329446295	0.15	0.189	1.19478349996413e-07	1	ENSDARG00000097118
ENSDARG00000099420	1.48047954572618e-11	-1.09222654693964	0.188	0.223	3.25246551400585e-07	1	ENSDARG00000099420
ENSDARG00000088330.1	3.3326289184277e-11	-2.69864363578928	0.069	0.104	7.32145247089381e-07	1	ENSDARG00000088330
ENSDARG00000016771	4.21171563213663e-11	-1.09857999525836	0.092	0.129	9.25271807224095e-07	1	ENSDARG00000016771
ENSDARG00000094041	4.91294942289737e-11	-1.42946905411707	0.196	0.23	1.07932585871632e-06	1	ENSDARG00000094041
ENSDARG00000115405.1	6.26524300148179e-11	-2.35192768502884	0.088	0.124	1.37641123499553e-06	1	ENSDARG00000115405
ENSDARG00000067990	4.4187645568461e-10	-1.17814039849247	0.143	0.178	9.70758385493519e-06	1	ENSDARG00000067990
ENSDARG00000035798	6.44276977920772e-10	-1.4375313513673	0.141	0.174	1.41541209279414e-05	1	ENSDARG00000035798
ENSDARG00000055192	1.14196067341338e-09	-1.03703130673538	0.137	0.171	2.50877340342186e-05	1	ENSDARG00000055192
ENSDARG00000113599.1	2.16242699032103e-09	-2.93504024957038	0.17	0.205	4.75063585503628e-05	1	ENSDARG00000113599
ENSDARG00000097008	4.80831737323669e-09	-1.55360920766886	0.091	0.123	0.000105633924372637	1	ENSDARG00000097008
ENSDARG00000055514	6.90573692767362e-09	-1.47737338943834	0.168	0.198	0.000151712134564062	1	ENSDARG00000055514
ENSDARG00000045143.1	2.9565281231926e-08	-2.68501317212311	0.127	0.158	0.000649519663384183	1	ENSDARG00000045143
ENSDARG00000024433	4.58085255513374e-08	-1.28762033230025	0.151	0.179	0.00100636749783733	1	ENSDARG00000024433
ENSDARG00000056248	1.40867235956291e-07	-1.00372093891522	0.095	0.122	0.00309471230672375	1	ENSDARG00000056248
ENSDARG00000079305.1	6.80257055632745e-06	-2.8064738381678	0.186	0.208	0.149445672551958	1	ENSDARG00000079305
ENSDARG00000037790	1.51410341697189e-05	-1.08388635370529	0.134	0.154	0.332633379674555	1	ENSDARG00000037790
ENSDARG00000044861	3.17106787355233e-05	-1.18369319585215	0.088	0.108	0.696651901140711	1	ENSDARG00000044861
ENSDARG00000017274	5.94500228967569e-05	-1.3592035521747	0.095	0.114	1	1	ENSDARG00000017274
ENSDARG00000087390.1	0.000132167420267811	-2.8627057977485	0.207	0.221	1	1	ENSDARG00000087390
ENSDARG00000042993.1	0	1.33484162706652	0.978	0.878	0	2	ENSDARG00000042993
ENSDARG00000017314.1	0	1.33340743392584	0.962	0.83	0	2	ENSDARG00000017314
ENSDARG00000073742.1	0	1.32173460327787	0.983	0.886	0	2	ENSDARG00000073742
ENSDARG00000079274.1	0	1.32144783430951	0.944	0.791	0	2	ENSDARG00000079274
ENSDARG00000090428.1	0	1.31913031351052	0.969	0.871	0	2	ENSDARG00000090428
ENSDARG00000056744.1	0	1.31177887110117	0.796	0.57	0	2	ENSDARG00000056744
ENSDARG00000060350.1	0	1.30320204478346	0.767	0.543	0	2	ENSDARG00000060350
ENSDARG00000039730.1	0	1.30266689734348	0.752	0.514	0	2	ENSDARG00000039730
ENSDARG00000068680.1	0	1.28914230261859	0.715	0.486	0	2	ENSDARG00000068680
ENSDARG00000056765.1	0	1.28182370333414	0.842	0.646	0	2	ENSDARG00000056765
ENSDARG00000007276.1	0	1.27705537166812	0.756	0.531	0	2	ENSDARG00000007276
ENSDARG00000093844.1	0	1.23660951321424	0.689	0.474	0	2	ENSDARG00000093844
ENSDARG00000021339.1	8.02230729462166e-281	1.21609105221021	0.546	0.321	1.76242068955543e-276	2	ENSDARG00000021339
ENSDARG00000045835.1	6.49400077991677e-259	1.2725515429922	0.542	0.337	1.42666703133992e-254	2	ENSDARG00000045835
ENSDARG00000052578.1	1.83730401175937e-211	1.22284994058969	0.492	0.303	4.03637318343417e-207	2	ENSDARG00000052578
ENSDARG00000103687	8.38915933988656e-178	1.19772557686294	0.462	0.291	1.84301441537968e-173	2	ENSDARG00000103687
ENSDARG00000045442	1.22816511579741e-104	1.13123547283088	0.291	0.159	2.69815594289534e-100	2	ENSDARG00000045442
ENSDARG00000013856	3.43517111683847e-99	1.07358909596301	0.274	0.146	7.54672742658245e-95	2	ENSDARG00000013856
ENSDARG00000024548	4.76313490319184e-34	1.31195474654167	0.148	0.086	1.04641310688222e-29	2	ENSDARG00000024548
ENSDARG00000053862	1.38910055536324e-33	1.27336233150913	0.114	0.059	3.0517150100775e-29	2	ENSDARG00000053862
ENSDARG00000053875	1.08776919823644e-31	1.16496340573279	0.103	0.052	2.38972015160564e-27	2	ENSDARG00000053875
ENSDARG00000030411	1.76370139413817e-29	1.13653289566708	0.107	0.057	3.87467559278215e-25	2	ENSDARG00000030411
ENSDARG00000068507	4.4531187417114e-28	1.29894726875756	0.136	0.081	9.78305656366577e-24	2	ENSDARG00000068507
ENSDARG00000032929	8.82535627537905e-23	1.23221430271469	0.11	0.066	1.93884252013802e-18	2	ENSDARG00000032929
ENSDARG00000113599.2	9.77394137987983e-10	-1.97180596933362	0.144	0.209	2.1472371817458e-05	2	ENSDARG00000113599
ENSDARG00000088330.2	1.6025509006502e-09	-1.97614874472888	0.067	0.104	3.52064407363842e-05	2	ENSDARG00000088330
ENSDARG00000045143.2	1.55790817806744e-08	-1.80659943898238	0.112	0.161	0.000342256847639636	2	ENSDARG00000045143
ENSDARG00000115405.2	6.4614173303208e-08	-1.5328024556163	0.086	0.124	0.00141950877329818	2	ENSDARG00000115405
ENSDARG00000079305.2	0.00724124783501546	-1.79208924234178	0.171	0.21	1	2	ENSDARG00000079305
ENSDARG00000087390.2	0.00885468809783527	-1.82983782852038	0.182	0.225	1	2	ENSDARG00000087390
ENSDARG00000014420	0	1.05835455338583	0.337	0.082	0	3	ENSDARG00000014420
ENSDARG00000033655.1	2.46271928893407e-265	1.02256701272673	0.551	0.24	5.41034800585925e-261	3	ENSDARG00000033655
ENSDARG00000103720.1	3.05541801812863e-184	-1.49878225862448	0.168	0.445	6.71244784402678e-180	3	ENSDARG00000103720
ENSDARG00000036058	1.93974218367256e-130	1.04126547901879	0.195	0.059	4.26141960331024e-126	3	ENSDARG00000036058
ENSDARG00000101199.2	5.44790377198579e-127	-1.63359448306835	0.241	0.448	1.19684997966756e-122	3	ENSDARG00000101199
ENSDARG00000053684	7.57286682746651e-126	-1.38227618095479	0.234	0.446	1.66368311332612e-121	3	ENSDARG00000053684
ENSDARG00000013430	1.45052595043564e-114	-1.2041742474495	0.15	0.363	3.18666046051206e-110	3	ENSDARG00000013430
ENSDARG00000028485	2.55793318756788e-107	1.14816392112456	0.134	0.035	5.61952341976787e-103	3	ENSDARG00000028485
ENSDARG00000017624.1	2.0106349376052e-101	-1.66067332361373	0.484	0.627	4.41716389442487e-97	3	ENSDARG00000017624
ENSDARG00000058358.1	5.74868656922966e-100	-1.05353986392889	0.172	0.37	1.26292895239406e-95	3	ENSDARG00000058358
ENSDARG00000056292	8.7837011427314e-94	1.04796638550418	0.163	0.055	1.92969130404666e-89	3	ENSDARG00000056292
ENSDARG00000099197.1	1.78721868891907e-92	-1.16374020466219	0.799	0.862	3.9263407376863e-88	3	ENSDARG00000099197
ENSDARG00000020007.1	1.19958993425494e-90	-1.4299074599252	0.056	0.224	2.63537912656468e-86	3	ENSDARG00000020007
ENSDARG00000002768.1	9.82041779815526e-89	-1.17730532232103	0.921	0.953	2.15744758607673e-84	3	ENSDARG00000002768
ENSDARG00000079274.2	2.14002510582778e-84	-1.01371371683567	0.738	0.825	4.70142115499306e-80	3	ENSDARG00000079274
ENSDARG00000037789.1	7.15643017697513e-83	-1.18080616482903	0.906	0.937	1.57219614557967e-78	3	ENSDARG00000037789
ENSDARG00000012405.1	8.05240624858628e-78	-1.6225628256544	0.082	0.241	1.76903312875192e-73	3	ENSDARG00000012405
ENSDARG00000035809.1	4.01030081104802e-76	-1.12489585254132	0.044	0.189	8.81022985179139e-72	3	ENSDARG00000035809
ENSDARG00000017441.1	1.23047219698544e-65	-1.16480880013923	0.499	0.613	2.70322436955732e-61	3	ENSDARG00000017441
ENSDARG00000102558.1	5.30637922536125e-65	-1.37117038142816	0.63	0.718	1.16575845201961e-60	3	ENSDARG00000102558
ENSDARG00000026726	2.53346692542787e-59	-1.01597764948827	0.065	0.193	5.56577348847249e-55	3	ENSDARG00000026726
ENSDARG00000093303.1	2.51614524366552e-56	-1.83834394617028	0.103	0.229	5.52771948580877e-52	3	ENSDARG00000093303
ENSDARG00000104181.1	3.00783848582192e-54	-1.05033379912474	0.198	0.329	6.60792036950218e-50	3	ENSDARG00000104181
ENSDARG00000044935.1	1.90273692294536e-52	-1.13035827489236	0.048	0.161	4.18012274601866e-48	3	ENSDARG00000044935
ENSDARG00000068680.2	2.50174010643663e-52	-1.02116108082974	0.424	0.534	5.49607283983064e-48	3	ENSDARG00000068680
ENSDARG00000091234.1	3.58435003545949e-52	-1.01968501887024	0.085	0.208	7.87445859290095e-48	3	ENSDARG00000091234
ENSDARG00000036830	1.0421549463178e-49	-1.28863184933812	0.342	0.454	2.28951020156557e-45	3	ENSDARG00000036830
ENSDARG00000033683.1	1.5945006046363e-46	-1.0847415262951	0.404	0.51	3.50295837832549e-42	3	ENSDARG00000033683
ENSDARG00000053254.1	3.27614131575165e-45	-1.26431845811777	0.495	0.586	7.19735485657479e-41	3	ENSDARG00000053254
ENSDARG00000088091.1	9.94494276099946e-45	-1.13281624637243	0.228	0.348	2.18480447516397e-40	3	ENSDARG00000088091
ENSDARG00000021339.2	2.15721737408794e-43	-1.15284977033492	0.257	0.369	4.7391908491338e-39	3	ENSDARG00000021339
ENSDARG00000092947.1	7.88377246440167e-43	-1.53428258717603	0.422	0.512	1.7319859727044e-38	3	ENSDARG00000092947
ENSDARG00000044684.1	2.81450016499695e-40	-1.97927277486706	0.379	0.474	6.1831754124818e-36	3	ENSDARG00000044684
ENSDARG00000043457.1	3.64248688746368e-40	-1.05792274961235	0.198	0.305	8.00217944306895e-36	3	ENSDARG00000043457
ENSDARG00000103543.1	3.94785315036246e-39	-1.14500582542445	0.431	0.519	8.67303858603128e-35	3	ENSDARG00000103543
ENSDARG00000009978.1	6.43753238966936e-38	-1.01541655421368	0.289	0.39	1.41426149068646e-33	3	ENSDARG00000009978
ENSDARG00000068457.1	8.34881479496027e-36	-1.03751238326383	0.312	0.406	1.83415112230482e-31	3	ENSDARG00000068457
ENSDARG00000015866.1	4.26744343247369e-35	-1.59372747407144	0.51	0.59	9.37514647680145e-31	3	ENSDARG00000015866
ENSDARG00000058371.1	9.19998337900834e-33	-1.16466639365668	0.252	0.346	2.02114434853434e-28	3	ENSDARG00000058371
ENSDARG00000038439.1	2.77978099707556e-29	-1.70203217517993	0.32	0.413	6.1069008724753e-25	3	ENSDARG00000038439
ENSDARG00000038153.1	1.76715616927001e-28	-1.30398629852676	0.145	0.231	3.88226538826928e-24	3	ENSDARG00000038153
ENSDARG00000023151	1.17701683622192e-27	-1.16767204560158	0.064	0.137	2.58578828749593e-23	3	ENSDARG00000023151
ENSDARG00000040565.1	1.35284649923592e-27	-1.10390433763089	0.249	0.334	2.97206847417138e-23	3	ENSDARG00000040565
ENSDARG00000035327.1	2.41595190861597e-27	-1.01312144132589	0.28	0.364	5.30760474803843e-23	3	ENSDARG00000035327
ENSDARG00000090268.1	5.19509401927033e-27	-1.13382246421958	0.202	0.286	1.1413102050935e-22	3	ENSDARG00000090268
ENSDARG00000002193.1	9.5528741872552e-25	-2.22036892176936	0.351	0.425	2.09867093019809e-20	3	ENSDARG00000002193
ENSDARG00000045677.1	4.54960409307955e-24	-1.31451017335944	0.369	0.438	9.99502523208647e-20	3	ENSDARG00000045677
ENSDARG00000094041.1	7.11419851423694e-23	-1.29685817468495	0.157	0.235	1.56291827159271e-18	3	ENSDARG00000094041
ENSDARG00000101324.1	1.13995642798583e-22	-1.66540543528388	0.401	0.467	2.50437027664207e-18	3	ENSDARG00000101324
ENSDARG00000090352	2.27405026160159e-22	-1.22899216722224	0.062	0.127	4.99586101971253e-18	3	ENSDARG00000090352
ENSDARG00000055514.1	2.69357367789177e-22	-1.42761325502991	0.129	0.203	5.91751201296044e-18	3	ENSDARG00000055514
ENSDARG00000036832.1	2.35208831350194e-20	-1.2707148495455	0.18	0.253	5.16730281593241e-16	3	ENSDARG00000036832
ENSDARG00000016771.1	4.37798829794224e-19	-1.08747651864565	0.072	0.131	9.61800249174932e-15	3	ENSDARG00000016771
ENSDARG00000113599.3	2.4528609051341e-18	-2.81374976695459	0.14	0.208	5.38869012248911e-14	3	ENSDARG00000113599
ENSDARG00000095556	3.51603773326999e-17	-1.07828548557419	0.295	0.358	7.72438329622084e-13	3	ENSDARG00000095556
ENSDARG00000088330.3	2.95316889268045e-16	-2.598265006093	0.055	0.104	6.48781674032969e-12	3	ENSDARG00000088330
ENSDARG00000035798.1	7.17018967114797e-16	-1.28729840050565	0.118	0.176	1.5752189688545e-11	3	ENSDARG00000035798
ENSDARG00000087390.3	2.71298220115786e-15	-2.76711944556617	0.165	0.227	5.96015059772369e-11	3	ENSDARG00000087390
ENSDARG00000115405.3	1.28099108939104e-14	-2.24245088695924	0.075	0.125	2.81420932428317e-10	3	ENSDARG00000115405
ENSDARG00000056511.1	2.09797491120083e-14	-1.19165190400453	0.251	0.304	4.60904108241711e-10	3	ENSDARG00000056511
ENSDARG00000024433.1	9.49411546685933e-13	-1.12469787859246	0.13	0.181	2.08576222691433e-08	3	ENSDARG00000024433
ENSDARG00000079305.3	2.12524289928948e-12	-2.68626500053468	0.157	0.211	4.66894612544907e-08	3	ENSDARG00000079305
ENSDARG00000045143.3	4.69297914395884e-11	-2.5656027049471	0.114	0.16	1.03100058813632e-06	3	ENSDARG00000045143
ENSDARG00000067990.1	2.67275903747973e-09	-1.04704735458965	0.136	0.178	5.87178432943922e-05	3	ENSDARG00000067990
ENSDARG00000038378.1	1.54856908355825e-08	-1.0748601303623	0.099	0.135	0.000340205141966911	3	ENSDARG00000038378
ENSDARG00000097008.1	2.87633326620311e-07	-1.45760673781326	0.091	0.122	0.00631901655252162	3	ENSDARG00000097008
ENSDARG00000044861.1	2.39236870766304e-06	-1.14576986862351	0.081	0.108	0.0525579481386493	3	ENSDARG00000044861
ENSDARG00000017274.1	3.65626065437878e-06	-1.30880466066413	0.087	0.115	0.0803243903160475	3	ENSDARG00000017274
ENSDARG00000089413	8.94510726416804e-06	1.65684904548697	0.129	0.108	0.196515061486508	3	ENSDARG00000089413
ENSDARG00000044684.2	0	3.50054361359042	0.944	0.436	0	4	ENSDARG00000044684
ENSDARG00000100139	0	3.28228692370954	0.424	0.049	0	4	ENSDARG00000100139
ENSDARG00000101984.1	0	2.79740522899309	0.459	0.075	0	4	ENSDARG00000101984
ENSDARG00000044199	0	2.76134497507662	0.409	0.037	0	4	ENSDARG00000044199
ENSDARG00000102558.2	0	2.75473972583399	0.942	0.693	0	4	ENSDARG00000102558
ENSDARG00000026926	0	2.550088364685	0.354	0.018	0	4	ENSDARG00000026926
ENSDARG00000007682	0	2.45752801427433	0.652	0.131	0	4	ENSDARG00000007682
ENSDARG00000014840	0	2.33692132352916	0.634	0.039	0	4	ENSDARG00000014840
ENSDARG00000042529	0	2.33355816631461	0.558	0.09	0	4	ENSDARG00000042529
ENSDARG00000019902.1	0	2.29634594852043	0.613	0.153	0	4	ENSDARG00000019902
ENSDARG00000059163	0	2.1842155612454	0.595	0.041	0	4	ENSDARG00000059163
ENSDARG00000038018	0	2.173828600823	0.472	0.039	0	4	ENSDARG00000038018
ENSDARG00000009637	0	2.164811554205	0.468	0.092	0	4	ENSDARG00000009637
ENSDARG00000106745	0	2.09449685279683	0.519	0.033	0	4	ENSDARG00000106745
ENSDARG00000002696	0	2.07680473531314	0.527	0.128	0	4	ENSDARG00000002696
ENSDARG00000012125	0	2.05274843329459	0.297	0.006	0	4	ENSDARG00000012125
ENSDARG00000027495	0	1.97652983456348	0.419	0.014	0	4	ENSDARG00000027495
ENSDARG00000070972	0	1.94556138528134	0.419	0.059	0	4	ENSDARG00000070972
ENSDARG00000100397	0	1.92614288992916	0.436	0.05	0	4	ENSDARG00000100397
ENSDARG00000069615	0	1.87333501349813	0.486	0.066	0	4	ENSDARG00000069615
ENSDARG00000012610	0	1.85065160741307	0.282	0.014	0	4	ENSDARG00000012610
ENSDARG00000099695	0	1.71884149149123	0.34	0.033	0	4	ENSDARG00000099695
ENSDARG00000020602	0	1.71484074949153	0.377	0.03	0	4	ENSDARG00000020602
ENSDARG00000011886	0	1.71267183701938	0.278	0.01	0	4	ENSDARG00000011886
ENSDARG00000034424	0	1.68875806506542	0.459	0.021	0	4	ENSDARG00000034424
ENSDARG00000044362	0	1.68349567376523	0.468	0.045	0	4	ENSDARG00000044362
ENSDARG00000086735	0	1.68313237444933	0.455	0.026	0	4	ENSDARG00000086735
ENSDARG00000111106	0	1.68209605700159	0.446	0.022	0	4	ENSDARG00000111106
ENSDARG00000070726	0	1.67548432529442	0.328	0.014	0	4	ENSDARG00000070726
ENSDARG00000017634	0	1.6628156703723	0.38	0.043	0	4	ENSDARG00000017634
ENSDARG00000030758	0	1.66241066597384	0.354	0.031	0	4	ENSDARG00000030758
ENSDARG00000098376	0	1.61989871305757	0.408	0.022	0	4	ENSDARG00000098376
ENSDARG00000037941	0	1.61082948701518	0.438	0.027	0	4	ENSDARG00000037941
ENSDARG00000002230	0	1.51387495404405	0.51	0.064	0	4	ENSDARG00000002230
ENSDARG00000101485	0	1.51331337378637	0.353	0.028	0	4	ENSDARG00000101485
ENSDARG00000056791	0	1.50842204556097	0.231	0.01	0	4	ENSDARG00000056791
ENSDARG00000035870	0	1.50226863486571	0.515	0.095	0	4	ENSDARG00000035870
ENSDARG00000070107	0	1.47917339054938	0.304	0.018	0	4	ENSDARG00000070107
ENSDARG00000027424	0	1.475327454784	0.39	0.027	0	4	ENSDARG00000027424
