	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ENSDARG00000023290.1	3.25004996925862e-102	1.09003692848232	0.982	0.393	7.14003477746427e-98	15	ENSDARG00000023290
ENSDARG00000099970.2	7.05275784115512e-100	-2.15869544253764	1	0.998	1.54942037012337e-95	15	ENSDARG00000099970
ENSDARG00000002768.9	3.86130644665414e-78	-2.45976054826789	0.922	0.949	8.48290413265447e-74	15	ENSDARG00000002768
ENSDARG00000037789.10	9.53721851847935e-72	-2.3330106254625	0.922	0.933	2.09523153632473e-67	15	ENSDARG00000037789
ENSDARG00000073742.7	7.6814043912824e-71	-2.48875307363475	0.834	0.901	1.68752773072083e-66	15	ENSDARG00000073742
ENSDARG00000042993.7	1.83149439491963e-64	-2.42461264171482	0.88	0.893	4.02361003619893e-60	15	ENSDARG00000042993
ENSDARG00000090428.7	2.29601174119272e-62	-2.42817051282343	0.894	0.886	5.04410819422629e-58	15	ENSDARG00000090428
ENSDARG00000099197.10	1.12368985169237e-56	-2.42903575417852	0.816	0.855	2.46863423518296e-52	15	ENSDARG00000099197
ENSDARG00000077777.5	2.39935240199497e-55	-2.53082417658789	0.705	0.794	5.27113729194274e-51	15	ENSDARG00000077777
ENSDARG00000017314.7	5.42518311059678e-54	-2.36114678220149	0.848	0.85	1.19185847756701e-49	15	ENSDARG00000017314
ENSDARG00000079274.8	1.46366104946903e-50	-2.46376594070972	0.751	0.815	3.21551695957852e-46	15	ENSDARG00000079274
ENSDARG00000103919.5	6.26785272177821e-43	-2.3192885326308	0.576	0.724	1.37698456444746e-38	15	ENSDARG00000103919
ENSDARG00000037870.2	1.79211202370453e-39	-1.39700975794493	0.972	0.822	3.93709090487649e-35	15	ENSDARG00000037870
ENSDARG00000045248	2.28145081543377e-38	-1.76164276604308	0.834	0.748	5.01211929642645e-34	15	ENSDARG00000045248
ENSDARG00000099572.4	9.56429101147947e-33	-2.30371469872598	0.604	0.694	2.10117909231192e-28	15	ENSDARG00000099572
ENSDARG00000101766.4	1.07860816367812e-30	-1.9128276431442	0.922	0.775	2.36959427478447e-26	15	ENSDARG00000101766
ENSDARG00000102558.11	3.65445957895905e-29	-2.57606413371787	0.654	0.707	8.02848224901514e-25	15	ENSDARG00000102558
ENSDARG00000056765.7	1.04552092765001e-26	-2.1462687970499	0.604	0.676	2.2969049259543e-22	15	ENSDARG00000056765
ENSDARG00000080337	2.11424566820371e-25	-1.0223287744247	0.968	0.9	4.64478630847672e-21	15	ENSDARG00000080337
ENSDARG00000031317	5.24569354881303e-23	-1.81422306824038	0.65	0.65	1.15242641573873e-18	15	ENSDARG00000031317
ENSDARG00000060350.7	6.75126048159926e-22	-2.14580282824298	0.424	0.578	1.48318441520254e-17	15	ENSDARG00000060350
ENSDARG00000056744.7	2.75078814855102e-20	-2.08523398496919	0.525	0.604	6.04320648355174e-16	15	ENSDARG00000056744
ENSDARG00000002344	3.39209320911323e-19	-1.77484688609084	0.447	0.55	7.45208957110086e-15	15	ENSDARG00000002344
ENSDARG00000013351	3.40587139331644e-19	-1.46254439837175	0.903	0.692	7.48235886397688e-15	15	ENSDARG00000013351
ENSDARG00000021113.2	1.23153840727579e-18	-1.87689777108761	0.714	0.651	2.70556672694418e-14	15	ENSDARG00000021113
ENSDARG00000087636.1	1.75285294312194e-18	-1.80469521386452	0.424	0.545	3.85084263074458e-14	15	ENSDARG00000087636
ENSDARG00000017441.9	1.70630586933292e-17	-2.19276810844311	0.562	0.599	3.7485833643375e-13	15	ENSDARG00000017441
ENSDARG00000101479.1	3.54501740638371e-17	1.1348728921549	0.396	0.156	7.78804874008438e-13	15	ENSDARG00000101479
ENSDARG00000039914.3	3.57608303369057e-16	-1.85909260547341	0.29	0.468	7.85629681671481e-12	15	ENSDARG00000039914
ENSDARG00000029722.1	2.44422050959008e-15	-1.86026160743196	0.456	0.536	5.36970803751845e-11	15	ENSDARG00000029722
ENSDARG00000033009	1.53260702842348e-14	-1.72553437462774	0.613	0.575	3.36698438074353e-10	15	ENSDARG00000033009
ENSDARG00000100003.2	1.90346223535815e-14	-1.42708590075811	0.124	0.341	4.18171618485833e-10	15	ENSDARG00000100003
ENSDARG00000068680.8	5.10982377463631e-14	-2.0532422888886	0.447	0.521	1.12257718504985e-09	15	ENSDARG00000068680
ENSDARG00000007276.7	6.1979677896315e-14	-1.9803562247362	0.544	0.565	1.36163154370414e-09	15	ENSDARG00000007276
ENSDARG00000039730.6	7.30544206038688e-14	-1.94821713372457	0.502	0.55	1.60493256624639e-09	15	ENSDARG00000039730
ENSDARG00000003795	1.26427976531642e-13	-1.1946976248334	0.111	0.324	2.77749621642365e-09	15	ENSDARG00000003795
ENSDARG00000043257.7	1.56121817450241e-13	-2.08478954561893	0.359	0.477	3.42984020756435e-09	15	ENSDARG00000043257
ENSDARG00000035715.3	2.12562672192854e-13	-1.90691537133717	0.263	0.423	4.6697893454048e-09	15	ENSDARG00000035715
ENSDARG00000097057	4.94469166777175e-13	-1.20748333474408	0.101	0.307	1.08629931249278e-08	15	ENSDARG00000097057
ENSDARG00000068995.1	3.99098477720153e-12	-1.6395942596095	0.341	0.457	8.76779445703404e-08	15	ENSDARG00000068995
ENSDARG00000053254.10	4.03305805136889e-12	-2.20989660345712	0.599	0.574	8.86022523305231e-08	15	ENSDARG00000053254
ENSDARG00000035519.3	2.04035930699386e-11	-2.04478225351948	0.535	0.532	4.4824653615348e-07	15	ENSDARG00000035519
ENSDARG00000020708.8	2.21868072889695e-11	-1.77447574360187	0.06	0.246	4.87421969331371e-07	15	ENSDARG00000020708
ENSDARG00000056725.1	3.23860088702024e-11	-1.53262726859585	0.184	0.349	7.11488228869476e-07	15	ENSDARG00000056725
ENSDARG00000103543.9	7.99905167616416e-11	-2.26084631933975	0.479	0.508	1.7573116627365e-06	15	ENSDARG00000103543
ENSDARG00000093844.7	1.01784226487288e-10	-1.95684539224858	0.479	0.506	2.23609767169923e-06	15	ENSDARG00000093844
ENSDARG00000097102	1.19232750244007e-10	-1.59618656376519	0.696	0.573	2.61942429011059e-06	15	ENSDARG00000097102
ENSDARG00000039034.1	3.06609046259097e-10	-1.25894132974476	0.101	0.272	6.7358941372661e-06	15	ENSDARG00000039034
ENSDARG00000053291	4.39960660413192e-10	-1.26568676256241	0.862	0.622	9.66549574861742e-06	15	ENSDARG00000053291
ENSDARG00000030479.3	7.69921043142208e-10	-1.62540487651737	0.212	0.35	1.69143953967912e-05	15	ENSDARG00000030479
ENSDARG00000076532.3	1.00377826273744e-09	-1.69766186268129	0.3	0.405	2.20520046540788e-05	15	ENSDARG00000076532
ENSDARG00000017624.11	1.1138651728049e-09	-2.14278840775757	0.783	0.607	2.44705039813508e-05	15	ENSDARG00000017624
ENSDARG00000113599.8	2.5304717525051e-09	-2.31879286884426	0.429	0.197	5.55919339307845e-05	15	ENSDARG00000113599
ENSDARG00000053990.1	3.57135890048576e-09	-1.644390258538	0.359	0.434	7.84591836847716e-05	15	ENSDARG00000053990
ENSDARG00000045143.11	3.57143036839926e-09	-2.16390815306943	0.341	0.152	7.84607537633634e-05	15	ENSDARG00000045143
ENSDARG00000104458.5	7.06187313003767e-09	-1.32765749063821	0.06	0.21	0.000155142290793798	15	ENSDARG00000104458
ENSDARG00000036036.7	8.99864848151752e-09	-1.81620625084572	0.124	0.271	0.000197691308490458	15	ENSDARG00000036036
ENSDARG00000055514.7	9.89991945291945e-09	-1.23523175895758	0.41	0.191	0.000217491330461187	15	ENSDARG00000055514
ENSDARG00000068457.9	2.96877982395796e-08	-1.89741715593774	0.309	0.395	0.000652211239525324	15	ENSDARG00000068457
ENSDARG00000102632.1	3.23044280804676e-08	-1.37262633876519	0.553	0.502	0.000709695980499793	15	ENSDARG00000102632
ENSDARG00000105223.6	3.37848202187291e-08	-1.53403481530216	0.134	0.269	0.00074221871538526	15	ENSDARG00000105223
ENSDARG00000007960	3.38519192664563e-08	-1.51541887903492	0.677	0.543	0.000743692814364777	15	ENSDARG00000007960
ENSDARG00000059057.1	5.61504772267939e-08	-1.16935638047877	0.037	0.171	0.00123356983419544	15	ENSDARG00000059057
ENSDARG00000099175	1.6237513007267e-07	-1.44197947760144	0.309	0.386	0.00356721923256649	15	ENSDARG00000099175
ENSDARG00000103672	1.77263604010787e-07	-1.41856411958521	0.631	0.524	0.00389430411651298	15	ENSDARG00000103672
ENSDARG00000033683.10	2.56262928387364e-07	-1.90946904584733	0.53	0.496	0.00562984027374201	15	ENSDARG00000033683
ENSDARG00000011665	2.60285918727196e-07	-1.04331710307974	0.189	0.306	0.00571822134851777	15	ENSDARG00000011665
ENSDARG00000022456.1	3.21945630973941e-07	-1.3191470838601	0.12	0.246	0.00707282356686652	15	ENSDARG00000022456
ENSDARG00000019353.5	3.37177117877894e-07	-1.41034258766548	0.171	0.288	0.00740744410265945	15	ENSDARG00000019353
ENSDARG00000055455.10	4.05425348028659e-07	-1.66293948214359	0.088	0.213	0.00890678947084161	15	ENSDARG00000055455
ENSDARG00000054804	4.9369515082428e-07	-1.29977678456388	0.166	0.282	0.0108459887684586	15	ENSDARG00000054804
ENSDARG00000055216.6	7.22004608342857e-07	-1.4964835568307	0.175	0.289	0.0158617192406842	15	ENSDARG00000055216
ENSDARG00000036577.6	1.16112495537932e-06	-1.35592722602195	0.055	0.172	0.0255087541447283	15	ENSDARG00000036577
ENSDARG00000052578.4	1.32621988569518e-06	-1.59788366642124	0.24	0.332	0.0291357246688375	15	ENSDARG00000052578
ENSDARG00000033655.8	1.48834310830045e-06	-1.57131483782537	0.171	0.28	0.0326974097462526	15	ENSDARG00000033655
ENSDARG00000079305.11	2.08352168550133e-06	-2.53379186920592	0.401	0.202	0.0457728879087787	15	ENSDARG00000079305
ENSDARG00000038559.2	2.69005338828281e-06	-1.51679389065426	0.304	0.363	0.0590977828871852	15	ENSDARG00000038559
ENSDARG00000036830.7	3.17679944116043e-06	-2.1596843897883	0.456	0.44	0.0697911069228535	15	ENSDARG00000036830
ENSDARG00000094041.5	4.96647192750567e-06	-1.5335132792594	0.438	0.223	0.109108421775372	15	ENSDARG00000094041
ENSDARG00000017673.1	6.661126720424e-06	-1.08880748473587	0.074	0.18	0.146338292920995	15	ENSDARG00000017673
ENSDARG00000115405.9	6.83684149412581e-06	-2.0638191290116	0.24	0.117	0.15019857078445	15	ENSDARG00000115405
ENSDARG00000028618.1	7.15392363960461e-06	-1.03286172401046	0.092	0.201	0.157164548438474	15	ENSDARG00000028618
ENSDARG00000001950.2	7.65936176318404e-06	-1.61317354155145	0.318	0.372	0.16826851857539	15	ENSDARG00000001950
ENSDARG00000044684.12	8.39402759747445e-06	-2.73806120538471	0.484	0.462	0.184408392288916	15	ENSDARG00000044684
ENSDARG00000035327.10	2.08461992745077e-05	-1.73084110923294	0.3	0.354	0.457970151861659	15	ENSDARG00000035327
ENSDARG00000040439	2.36782851830211e-05	-1.03394469169026	0.871	0.575	0.52018824718579	15	ENSDARG00000040439
ENSDARG00000003920	2.48809202025833e-05	-1.0795366679541	0.286	0.338	0.546608935930552	15	ENSDARG00000003920
ENSDARG00000099776.7	2.88226533410296e-05	-1.93537594443032	0.359	0.385	0.63320487124908	15	ENSDARG00000099776
ENSDARG00000037746.2	3.41804009309351e-05	-1.40840217477562	0.613	0.499	0.750909228051712	15	ENSDARG00000037746
ENSDARG00000058117.6	3.45461944406143e-05	-1.3152030383296	0.065	0.158	0.758945345665856	15	ENSDARG00000058117
ENSDARG00000007697.10	3.66004457619899e-05	-2.1400544982198	0.3	0.346	0.804075192945155	15	ENSDARG00000007697
ENSDARG00000089475.1	3.70466224645547e-05	-1.6985613730953	0.166	0.078	0.813877248923802	15	ENSDARG00000089475
ENSDARG00000021811	6.02535433589276e-05	-1.26326829119877	0.24	0.308	1	15	ENSDARG00000021811
ENSDARG00000020693	6.22379411051368e-05	-1.17723772739675	0.276	0.325	1	15	ENSDARG00000020693
ENSDARG00000087390.10	6.84748646411621e-05	-2.68880347506911	0.401	0.217	1	15	ENSDARG00000087390
ENSDARG00000004169.1	7.19270347376419e-05	-1.2153986475437	0.152	0.236	1	15	ENSDARG00000004169
ENSDARG00000116491	0.000113849702458602	-1.2987280254622	0.382	0.387	1	15	ENSDARG00000116491
ENSDARG00000004621.10	0.000127442270242048	-1.7701014700368	0.124	0.207	1	15	ENSDARG00000004621
ENSDARG00000068434	0.000143580255371238	-1.17653456290539	0.382	0.387	1	15	ENSDARG00000068434
ENSDARG00000045677.10	0.000156598364447772	-2.03535681192604	0.447	0.429	1	15	ENSDARG00000045677
ENSDARG00000023062.3	0.000179174002299177	-1.11520907690345	0.088	0.17	1	15	ENSDARG00000023062
ENSDARG00000054058	0.000209271268468424	-1.48300320863958	0.226	0.288	1	15	ENSDARG00000054058
ENSDARG00000015314.1	0.000315230079446327	-1.0644481273164	0.106	0.184	1	15	ENSDARG00000015314
ENSDARG00000045835.5	0.000321099223099389	-1.56641846696492	0.355	0.367	1	15	ENSDARG00000045835
ENSDARG00000021339.8	0.000326559497017852	-1.89878403760194	0.346	0.355	1	15	ENSDARG00000021339
ENSDARG00000004588.1	0.000353588364066277	-1.06166337354898	0.065	0.142	1	15	ENSDARG00000004588
ENSDARG00000104181.7	0.000387852207341622	-1.53457768208919	0.272	0.313	1	15	ENSDARG00000104181
ENSDARG00000028335.4	0.000435793198599825	-1.51988975977786	0.488	0.434	1	15	ENSDARG00000028335
ENSDARG00000088091.7	0.000496334432049368	-1.82293034224938	0.313	0.333	1	15	ENSDARG00000088091
ENSDARG00000002589.3	0.000658248378136929	-1.20659123461686	0.129	0.203	1	15	ENSDARG00000002589
ENSDARG00000103687.4	0.000747389429604617	-1.54850597714027	0.286	0.317	1	15	ENSDARG00000103687
ENSDARG00000026865.1	0.000760683885095629	-1.09657862532126	0.115	0.185	1	15	ENSDARG00000026865
ENSDARG00000062326.1	0.000889363112699291	-1.25382415496757	0.783	0.54	1	15	ENSDARG00000062326
ENSDARG00000095451	0.000891812089433104	-1.124587739413	0.47	0.418	1	15	ENSDARG00000095451
ENSDARG00000070835.6	0.000895761540986917	-1.45375644226804	0.143	0.209	1	15	ENSDARG00000070835
ENSDARG00000032705.1	0.00102343295433015	-1.01666984105527	0.051	0.117	1	15	ENSDARG00000032705
ENSDARG00000099195	0.00116935205931297	-1.01969422578146	0.65	0.344	1	15	ENSDARG00000099195
ENSDARG00000036161	0.00120968224187486	-1.12458641032749	0.848	0.55	1	15	ENSDARG00000036161
ENSDARG00000098475.7	0.00124561696715906	-1.63615243146349	0.221	0.27	1	15	ENSDARG00000098475
ENSDARG00000014196.5	0.00127408324809535	-1.45165228122178	0.138	0.203	1	15	ENSDARG00000014196
ENSDARG00000020007.8	0.0012821337285067	-1.09146386610714	0.134	0.204	1	15	ENSDARG00000020007
ENSDARG00000040287	0.00128368139483639	-1.18247482685609	0.382	0.363	1	15	ENSDARG00000040287
ENSDARG00000052856	0.00141963724991988	-1.31202924883551	0.714	0.506	1	15	ENSDARG00000052856
ENSDARG00000003952	0.00157959521803579	-1.0776248536308	0.346	0.342	1	15	ENSDARG00000003952
ENSDARG00000102975.8	0.00158422123589409	-1.19398246744698	0.051	0.113	1	15	ENSDARG00000102975
ENSDARG00000029069.8	0.00173392038330493	-1.72688154205683	0.442	0.403	1	15	ENSDARG00000029069
ENSDARG00000006497.6	0.00195260704539131	-1.41983694123621	0.161	0.217	1	15	ENSDARG00000006497
ENSDARG00000019702.3	0.00198312930557227	-1.36413828053417	0.157	0.213	1	15	ENSDARG00000019702
ENSDARG00000001889.1	0.00204360457026011	-1.0675308227164	0.106	0.169	1	15	ENSDARG00000001889
ENSDARG00000098591.1	0.00240443790934092	-1.51254292093738	0.309	0.319	1	15	ENSDARG00000098591
ENSDARG00000019902.7	0.00316697465421838	-1.43776498625447	0.12	0.178	1	15	ENSDARG00000019902
ENSDARG00000044935.6	0.0033914851120643	-1.28785708153504	0.088	0.147	1	15	ENSDARG00000044935
ENSDARG00000002193.11	0.00369431035743447	-2.73405829167709	0.484	0.415	1	15	ENSDARG00000002193
ENSDARG00000021124.1	0.00480421705887023	-1.22572376675671	0.797	0.535	1	15	ENSDARG00000021124
ENSDARG00000036832.8	0.00519183457678016	-1.65055915704074	0.415	0.242	1	15	ENSDARG00000036832
ENSDARG00000103498	0.00530440922688409	-1.56324642342619	0.124	0.068	1	15	ENSDARG00000103498
ENSDARG00000056511.10	0.00538659249296594	-1.90483482091261	0.281	0.298	1	15	ENSDARG00000056511
ENSDARG00000031495	0.00549699224326516	-1.04248785387404	0.286	0.297	1	15	ENSDARG00000031495
ENSDARG00000025147.1	0.00756557750263565	-1.02951746400672	0.304	0.312	1	15	ENSDARG00000025147
ENSDARG00000087402.2	0.00798308862281013	-1.02888710771225	0.083	0.135	1	15	ENSDARG00000087402
ENSDARG00000062688	0	2.33781550422545	0.261	0.005	0	16	ENSDARG00000062688
ENSDARG00000002593	0	1.64976340021903	0.37	0.009	0	16	ENSDARG00000002593
ENSDARG00000055172	0	1.53077279191216	0.242	0.003	0	16	ENSDARG00000055172
ENSDARG00000091792	0	1.3984505400345	0.218	0.002	0	16	ENSDARG00000091792
ENSDARG00000062003	0	1.28813108868941	0.341	0.009	0	16	ENSDARG00000062003
ENSDARG00000091813	0	1.23517712115607	0.412	0.012	0	16	ENSDARG00000091813
ENSDARG00000070991	0	1.20090962076256	0.27	0.006	0	16	ENSDARG00000070991
ENSDARG00000103476	0	1.15165503586152	0.408	0.012	0	16	ENSDARG00000103476
ENSDARG00000056028	5.8066673753344e-300	1.35463650197549	0.218	0.005	1.27566675568721e-295	16	ENSDARG00000056028
ENSDARG00000075629	1.41258628117068e-292	2.26683275667982	0.256	0.007	3.10331080110387e-288	16	ENSDARG00000075629
ENSDARG00000097804	6.18451651727446e-279	3.14035762183016	0.265	0.008	1.35867643368003e-274	16	ENSDARG00000097804
ENSDARG00000060345	4.68772388326889e-277	3.27002159538785	0.275	0.009	1.02984605991534e-272	16	ENSDARG00000060345
ENSDARG00000090623	3.82040499763317e-255	1.11785356410572	0.175	0.004	8.39304773930031e-251	16	ENSDARG00000090623
ENSDARG00000057575	5.45415654609721e-243	2.7493747485091	0.322	0.015	1.1982236516121e-238	16	ENSDARG00000057575
ENSDARG00000055791	1.97808551683753e-233	1.12079815245526	0.199	0.005	4.34565607194037e-229	16	ENSDARG00000055791
ENSDARG00000100719.1	8.90987930337385e-191	1.74287510101055	0.379	0.028	1.9574113841582e-186	16	ENSDARG00000100719
ENSDARG00000093957	6.86632582342515e-184	1.00119848194888	0.123	0.002	1.50846312014827e-179	16	ENSDARG00000093957
ENSDARG00000092240	2.29523821181753e-176	1.63202708548114	0.27	0.015	5.04240882754193e-172	16	ENSDARG00000092240
ENSDARG00000029402	7.96760719022413e-175	1.19913898295449	0.455	0.044	1.75040362362034e-170	16	ENSDARG00000029402
ENSDARG00000040039	3.61024389713654e-171	1.07139766130542	0.592	0.074	7.93134481761926e-167	16	ENSDARG00000040039
ENSDARG00000090634	3.33219699490044e-167	1.44523102799746	0.464	0.048	7.32050357809678e-163	16	ENSDARG00000090634
ENSDARG00000019274	9.849435963254e-166	1.12498065405777	0.256	0.014	2.16382258676727e-161	16	ENSDARG00000019274
ENSDARG00000075161	4.24634059692713e-165	3.59609779269288	0.28	0.017	9.3287856573892e-161	16	ENSDARG00000075161
ENSDARG00000103789	6.77532105953113e-163	1.14396393865043	0.156	0.005	1.48847028356839e-158	16	ENSDARG00000103789
ENSDARG00000034643	3.50048546725605e-129	1.0973544720854	0.237	0.016	7.69021652301482e-125	16	ENSDARG00000034643
ENSDARG00000011961	5.24750428657779e-123	1.15927530198078	0.346	0.036	1.15282421671827e-118	16	ENSDARG00000011961
ENSDARG00000041839.1	1.13680945542324e-120	1.11835793032588	0.464	0.064	2.49745669261932e-116	16	ENSDARG00000041839
ENSDARG00000094695	1.8567909099763e-119	1.1478710833816	0.464	0.065	4.07918395012692e-115	16	ENSDARG00000094695
ENSDARG00000030530	4.19283881688888e-118	1.08767199395744	0.284	0.025	9.21124759682318e-114	16	ENSDARG00000030530
ENSDARG00000019253	2.23757290675736e-101	1.32675636508073	0.455	0.071	4.91572391885525e-97	16	ENSDARG00000019253
ENSDARG00000038095	2.32794901350363e-93	1.16619440685494	0.299	0.034	5.11427118776612e-89	16	ENSDARG00000038095
ENSDARG00000041691	1.02386603642836e-87	1.02035643830713	0.583	0.127	2.24933129542946e-83	16	ENSDARG00000041691
ENSDARG00000024540.1	6.94457059889261e-86	1.4018502526121	0.588	0.138	1.52565271487072e-81	16	ENSDARG00000024540
ENSDARG00000005085	2.32944040181254e-85	2.84338603297689	0.218	0.02	5.11754761874197e-81	16	ENSDARG00000005085
ENSDARG00000097208	1.33892253135078e-84	1.53523700822908	0.204	0.018	2.94147890912454e-80	16	ENSDARG00000097208
ENSDARG00000006008	1.18278786756299e-82	1.35347665453386	0.152	0.01	2.59846666624912e-78	16	ENSDARG00000006008
ENSDARG00000029353	3.79578264954919e-82	1.08839147455925	0.445	0.082	8.33895490279461e-78	16	ENSDARG00000029353
ENSDARG00000079848	2.05692357518566e-81	1.02178452660139	0.332	0.048	4.51885540232538e-77	16	ENSDARG00000079848
ENSDARG00000099425	2.86372178316661e-80	1.25069875898054	0.175	0.014	6.29131038543874e-76	16	ENSDARG00000099425
ENSDARG00000099101	4.69196100216091e-76	2.59225913763966	0.261	0.032	1.03077691256473e-71	16	ENSDARG00000099101
ENSDARG00000099014	1.10428939574376e-75	2.20574586237624	0.545	0.13	2.42601337350946e-71	16	ENSDARG00000099014
ENSDARG00000104068	1.74020878823354e-63	1.39488489102855	0.787	0.292	3.82306468687026e-59	16	ENSDARG00000104068
ENSDARG00000046030	6.9207890102007e-62	2.44397330879703	0.55	0.156	1.52042813765099e-57	16	ENSDARG00000046030
ENSDARG00000033539	5.53962338939065e-59	1.21786777984847	0.379	0.082	1.21699986241523e-54	16	ENSDARG00000033539
ENSDARG00000102051	1.50956523623727e-56	1.71319341107775	0.45	0.108	3.31636386748965e-52	16	ENSDARG00000102051
ENSDARG00000060457	4.74161524976355e-56	1.18967655081186	0.464	0.118	1.04168545422055e-51	16	ENSDARG00000060457
ENSDARG00000075015.1	3.96934042733746e-53	2.08670869445861	0.332	0.069	8.72024398481766e-49	16	ENSDARG00000075015
ENSDARG00000005823	2.50106283164818e-52	1.12781931671044	0.161	0.018	5.49458493484788e-48	16	ENSDARG00000005823
ENSDARG00000037097	1.94790401652863e-51	1.19671329906353	0.19	0.025	4.27935033391174e-47	16	ENSDARG00000037097
ENSDARG00000100003.3	3.24977013231308e-51	1.14192533483039	0.791	0.334	7.13942000367861e-47	16	ENSDARG00000100003
ENSDARG00000056151	7.82067176144766e-51	2.50309629419465	0.161	0.018	1.71812337927244e-46	16	ENSDARG00000056151
ENSDARG00000027065	7.22841276347752e-49	1.23037004071437	0.232	0.037	1.58801000000838e-44	16	ENSDARG00000027065
ENSDARG00000096711	2.03875720691938e-47	1.09987835754416	0.284	0.055	4.47894570788119e-43	16	ENSDARG00000096711
ENSDARG00000002791	1.8211711896473e-46	1.23585397467621	0.54	0.177	4.00093098653615e-42	16	ENSDARG00000002791
ENSDARG00000052470.1	3.13545051057611e-45	1.35742331298291	0.204	0.032	6.88827122668466e-41	16	ENSDARG00000052470
ENSDARG00000070047	9.0817456372546e-44	1.39477841103689	0.223	0.038	1.99516869904846e-39	16	ENSDARG00000070047
ENSDARG00000069100	3.1097730200128e-43	1.11273699000091	0.701	0.292	6.83186034766612e-39	16	ENSDARG00000069100
ENSDARG00000028618.2	2.58629032331016e-40	1.08364910057435	0.545	0.196	5.68182121128008e-36	16	ENSDARG00000028618
ENSDARG00000091298	1.46876706121098e-38	2.06979273569377	0.147	0.02	3.22673435677441e-34	16	ENSDARG00000091298
ENSDARG00000114516	2.42861375690343e-38	3.16478890415094	0.209	0.038	5.33542156254115e-34	16	ENSDARG00000114516
ENSDARG00000002768.10	4.18330228654394e-38	-1.95437323271362	0.929	0.949	9.19029679330839e-34	16	ENSDARG00000002768
ENSDARG00000037789.11	1.17503414532991e-37	-1.91877196357292	0.886	0.934	2.58143251387528e-33	16	ENSDARG00000037789
ENSDARG00000058394	1.571267220428e-35	1.110845412484	0.209	0.04	3.45191695655827e-31	16	ENSDARG00000058394
ENSDARG00000043154	2.18641590363331e-35	1.03670258510333	0.848	0.458	4.80333709869202e-31	16	ENSDARG00000043154
ENSDARG00000055283	1.60355759615281e-34	1.03220290097166	0.559	0.22	3.52285568298811e-30	16	ENSDARG00000055283
ENSDARG00000053262.1	2.18764995113985e-32	1.20383179149514	0.223	0.048	4.80604817765914e-28	16	ENSDARG00000053262
ENSDARG00000042993.8	1.36209279340379e-31	-1.7244028755749	0.853	0.893	2.99238165782878e-27	16	ENSDARG00000042993
ENSDARG00000100952.1	1.21177612370558e-29	1.60991114388591	0.194	0.04	2.66215096616878e-25	16	ENSDARG00000100952
ENSDARG00000073742.8	3.35459871375663e-29	-1.65272052947612	0.891	0.901	7.36971791425194e-25	16	ENSDARG00000073742
ENSDARG00000099197.11	5.58677421577861e-28	-1.82826538423878	0.81	0.855	1.2273584274644e-23	16	ENSDARG00000099197
ENSDARG00000017314.8	3.03255774809687e-27	-1.73600826470508	0.81	0.85	6.66222611679401e-23	16	ENSDARG00000017314
ENSDARG00000103498.1	2.94836039884556e-26	4.26638813520177	0.242	0.067	6.47725296022381e-22	16	ENSDARG00000103498
ENSDARG00000090428.8	3.03075140008286e-26	-1.64764798220097	0.886	0.886	6.65825775084202e-22	16	ENSDARG00000090428
ENSDARG00000079274.9	8.81268875327056e-26	-1.70437678965062	0.73	0.815	1.93605959220601e-21	16	ENSDARG00000079274
ENSDARG00000036036.8	3.34913162356325e-24	1.16038295918136	0.55	0.267	7.35770726380611e-20	16	ENSDARG00000036036
ENSDARG00000029544	2.49344648599014e-20	1.09783748876145	0.232	0.07	5.47785258507174e-16	16	ENSDARG00000029544
ENSDARG00000025254.4	4.31824533637502e-19	1.0020812497506	0.417	0.184	9.48675317948227e-15	16	ENSDARG00000025254
ENSDARG00000093549	8.90047440490011e-16	1.33433982518017	0.55	0.304	1.9553452220125e-11	16	ENSDARG00000093549
ENSDARG00000003808.1	9.60784444827416e-15	1.37069183861176	0.227	0.085	2.11074734684135e-10	16	ENSDARG00000003808
ENSDARG00000056765.8	1.81437314178284e-14	-1.54991603820004	0.607	0.676	3.98599635518271e-10	16	ENSDARG00000056765
ENSDARG00000102558.12	3.10914738575949e-14	-2.03261754997266	0.687	0.707	6.83048589177503e-10	16	ENSDARG00000102558
ENSDARG00000017441.10	1.84244460157487e-11	-1.72219848744024	0.521	0.6	4.04766654519983e-07	16	ENSDARG00000017441
ENSDARG00000009978.9	1.72344721073062e-10	1.4127075024059	0.569	0.375	3.78624117725409e-06	16	ENSDARG00000009978
ENSDARG00000060350.8	3.01973925410162e-10	-1.47537270643467	0.507	0.577	6.63406516733585e-06	16	ENSDARG00000060350
ENSDARG00000017624.12	1.71825305154934e-08	-1.81427619153854	0.611	0.609	0.000377483012894875	16	ENSDARG00000017624
ENSDARG00000039730.7	1.31114894737458e-07	-1.46049834265436	0.521	0.549	0.00288046312248721	16	ENSDARG00000039730
ENSDARG00000093844.8	3.2412009040067e-07	-1.41260179753604	0.445	0.506	0.00712059426601232	16	ENSDARG00000093844
ENSDARG00000056744.8	3.34019840257544e-07	-1.4518402916366	0.63	0.603	0.00733808187061799	16	ENSDARG00000056744
ENSDARG00000007276.8	7.50872428950094e-07	-1.38933013827316	0.55	0.565	0.0164959163916046	16	ENSDARG00000007276
ENSDARG00000103543.10	9.19431289720046e-07	-1.75215603484232	0.469	0.508	0.0201989860038597	16	ENSDARG00000103543
